Date,AAPL,MSFT,GOOGL,JPM,TSLA,^GSPC
2022-01-04,,,,,,
2022-01-05,,,,,,
2022-01-06,,,,,,
2022-01-07,,,,,,
2022-01-10,,,,,,
2022-01-11,,,,,,
2022-01-12,,,,,,
2022-01-13,,,,,,
2022-01-14,,,,,,
2022-01-18,,,,,,
2022-01-19,,,,,,
2022-01-20,,,,,,
2022-01-21,,,,,,
2022-01-24,,,,,,
2022-01-25,,,,,,
2022-01-26,,,,,,
2022-01-27,,,,,,
2022-01-28,,,,,,
2022-01-31,,,,,,
2022-02-01,,,,,,
2022-02-02,,,,,,
2022-02-03,,,,,,
2022-02-04,,,,,,
2022-02-07,,,,,,
2022-02-08,,,,,,
2022-02-09,,,,,,
2022-02-10,,,,,,
2022-02-11,,,,,,
2022-02-14,,,,,,
2022-02-15,0.019033959874220917,0.020347773932424203,0.023663007064543204,0.0195945013590574,0.042515879378434894,0.012600164614227445
2022-02-16,0.018918526743272053,0.020185889478884656,0.023732078735932444,0.018214565758799556,0.042058521469796904,0.012610259066208355
2022-02-17,0.018688065492838316,0.019671814418846353,0.023217450605566046,0.01838222880077511,0.041956995787540925,0.012700227162210753
2022-02-18,0.018521166355457377,0.019690231186016482,0.023375755390066207,0.018267677220347358,0.04196421777520965,0.012727619186544782
2022-02-22,0.018776932531242102,0.019684331436984184,0.023372145334315184,0.018112271168633166,0.042124930663749484,0.01280162009955516
2022-02-23,0.019305651824969523,0.020125917036241826,0.023387853808349218,0.018385427256185666,0.04313434017207004,0.013119161795377227
2022-02-24,0.019302191286010333,0.02236508306191343,0.024553976812535464,0.018882865955623256,0.04431894761389507,0.013346376559175891
2022-02-25,0.01948462170317997,0.022342919716623482,0.02457788068459766,0.019492493021153755,0.043573934915968816,0.01408881046326667
2022-02-28,0.01922143834326557,0.02098144696419235,0.02434538214072952,0.020692471721143548,0.04458983141125546,0.013910218506588965
2022-03-01,0.01927150903090013,0.020809517356773125,0.024333542268336946,0.018695640271883515,0.04437768969190404,0.014112565003299528
2022-03-02,0.01940583953800966,0.020626142703092973,0.023921755667520205,0.01781679378635037,0.04453435006075836,0.014291548694013629
2022-03-03,0.01901376153396282,0.020779650441065972,0.023910044812161486,0.01767300337967038,0.04488403809931296,0.014224986996672613
2022-03-04,0.019226124622774152,0.021080581623150838,0.023940469771415073,0.01827613923442397,0.0448764529713703,0.014161688957604217
2022-03-07,0.01958314509593389,0.02194018626829298,0.024860318516027536,0.01927519373898001,0.04445660122137696,0.014762384090865796
2022-03-08,0.019674777057823466,0.0219941419277923,0.02487785968289439,0.019275388110360316,0.04474190503919319,0.014775320747950134
2022-03-09,0.020581315068511158,0.02309983536247326,0.02582636225062944,0.020681913028702936,0.045454879880206564,0.015444734982316783
2022-03-10,0.021218776794692265,0.02254845896356827,0.0256901292623651,0.020602007545070765,0.04541940776556943,0.01545878591340106
2022-03-11,0.021663652735733344,0.022676936362700392,0.025954557805286008,0.020738043613928867,0.04063062818810835,0.015601337243490157
2022-03-14,0.017923629407290604,0.02203546095256703,0.02577732973245446,0.020759724527712548,0.04091932249509632,0.014904503524195348
2022-03-15,0.018131912181685715,0.023214689417404347,0.026092551986829828,0.0208919020018084,0.03706517234466166,0.015029329691294507
2022-03-16,0.01907820497050325,0.023729211783703297,0.02655765837258772,0.022329770013779466,0.03825524739128992,0.015586058631851044
2022-03-17,0.019067933059285214,0.023537558712760732,0.02267202774222915,0.02248380224476669,0.038645731369161516,0.01566390753953013
2022-03-18,0.019355852998885616,0.02267127627875212,0.022213272873192125,0.022456818357202545,0.039188901188968846,0.015190398966311603
